Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,YearBuilt_Bin,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_None,BsmtQual_TA,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Ex,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Ex,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Ex,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,PoolQC_None,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-1.7268831705732917,0.07622516534316114,-0.20547973225183178,-0.1913565534528887,0.7014689185530849,-0.5174207921410009,1.0581891340349125,0.8859879600732316,0.5799138110928581,0.634064559760321,-0.2873570406635338,-0.9404962816674882,-0.4583926794428699,-0.8088318112802235,1.270736894093366,-0.10685094662802458,0.5185942013319678,1.114016114071128,-0.24058406449550987,0.8575577780846289,1.2450282971660542,0.20050625308787298,-0.2120550490589413,1.0353574214069365,-0.9387159715012017,0.296020528512995,0.3327088610335965,0.38347140563017296,-0.7465826081154013,0.2552543212302836,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,-1.6028069163276015,0.1364288341512641,12.24769911637256,1.2309853564362596,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.7245101362201964,-0.8638029794281641,0.5267659968949694,-0.07442799579180179,-0.0404993158009923,2.2042760617344235,0.15642856864775107,-0.4169573617557569,-0.5769316969527825,1.269045598451573,-0.2873570406635338,-0.6338911697773115,0.5425878517953451,0.32654644542223304,-0.7892579259081546,-0.10685094662802458,-0.477469123538169,-0.8179365886080491,3.9520333521396562,0.8575577780846289,-0.7495293672401021,0.20050625308787298,-0.2120550490589413,-0.28388088014501395,0.6338808904861571,0.23638518989761861,0.3327088610335965,-0.03704131467334141,1.6647261034697476,-0.7206772515282845,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,-0.49472221219981116,-0.6163001388298636,12.109016442313738,-0.030002510479450163,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.7221371018671014,0.07622516534316114,-0.05903058642247155,0.09333906520019249,0.7014689185530849,-0.5174207921410009,0.9913920551173451,0.8377307259314172,0.3792365290849409,0.1204769549365141,-0.2873570406635338,-0.2906764922883078,-0.30060264496196903,-0.6298559284502796,1.2996829571378838,-0.10685094662802458,0.6875692296581517,1.114016114071128,-0.24058406449550987,0.8575577780846289,1.2450282971660542,0.20050625308787298,-0.2120550490589413,-0.28388088014501395,0.6338808904861571,0.29160309602296713,0.3327088610335965,0.6701846240189328,-0.7465826081154013,-0.04872436536664747,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,0.9827240599705759,0.1364288341512641,12.317171167298682,1.2309853564362596,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.7197640675140065,0.31123220153599246,-0.4495616419674322,-0.07951184612489252,0.7014689185530849,-0.5174207921410009,-1.8808823383380584,-0.7065007666066432,-0.5769316969527825,-0.5098351055290671,-0.2873570406635338,-0.04813812019607844,-0.7049396083192775,-0.5151995035123469,1.0343440458964703,-0.10685094662802458,0.5341576907830636,1.114016114071128,-0.24058406449550987,-1.021966861306375,-0.7495293672401021,0.20050625308787298,-0.2120550490589413,0.3757382706309613,0.6338808904861571,0.2849769472879253,1.6833934133546455,0.8326554477725634,-0.7465826081154013,-0.16071651306025364,4.222052831654987,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,-1.6028069163276015,-1.3690291118109914,11.849404844423074,-1.9214843108530149,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-1.7173910331609112,0.07622516534316114,0.7220315246674497,0.39938685525225476,1.4434371529071621,-0.5174207921410009,0.9579935156585614,0.7412162576477883,1.4888638531287184,0.5150056150057112,-0.2873570406635338,-0.16254301269241303,0.2541279450099482,-0.0006438403762581452,1.750759106248287,-0.10685094662802458,1.603591751636938,1.114016114071128,-0.24058406449550987,0.8575577780846289,1.2450282971660542,1.462724031337081,-0.2120550490589413,1.6949765721829118,0.6338808904861571,0.2893943797779532,1.6833934133546455,1.75969485389622,0.8070122664629497,0.6232285207949897,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,2.0908087640983664,0.1364288341512641,12.429220196836383,0.6004914229784047,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.7150179988078162,-0.1587818708496702,0.7708479066105698,0.3846436892862916,-0.7824675501550695,-0.5174207921410009,0.7242037394470751,0.49993008693871643,-0.5769316969527825,0.6947612766940435,-0.2873570406635338,-1.1372726967611837,-0.6063208367687145,-0.976621701433296,0.5760313810249376,-0.10685094662802458,-0.2551335599510849,1.114016114071128,-0.24058406449550987,-1.021966861306375,1.2450282971660542,-2.323929303410543,-0.2120550490589413,-0.9435000309209892,-0.9387159715012017,0.2739333660628556,0.3327088610335965,0.05852975812291186,-0.42291700924491155,-0.24071090426997235,-0.3633133022525815,10.68621952698932,-0.2711109379411074,-0.045632873406721494,1.3215576031388925,1.3520856280131728,0.8891578071323918,11.870606902224587,0.6004914229784047,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.712644964454721,-0.8638029794281641,0.282684087179369,-0.025216324567483468,1.4434371529071621,-0.5174207921410009,1.0915876734936965,0.9825024283568603,0.5208910810905295,2.181830841570248,-0.2873570406635338,-0.5583839407297307,1.5879468302313133,1.5346336545243544,-0.7892579259081546,-0.10685094662802458,0.4830205111580343,1.114016114071128,-0.24058406449550987,0.8575577780846289,-0.7495293672401021,0.20050625308787298,-0.2120550490589413,0.3757382706309613,0.6338808904861571,0.29822924475800894,0.3327088610335965,0.8039841259336874,1.316785584683971,0.19125880826250863,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,0.6133624919279791,-0.6163001388298636,12.634606283893019,1.2309853564362596,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.710271930101626,0.07622516534316114,-0.01021420447935147,0.005083423417737315,0.7014689185530849,0.38981149248414054,0.05623295027139979,-0.5617290641812,0.839613823103104,0.9912413940241502,-0.08958065963610944,-0.7894818235723265,0.16044011203691325,-0.10691077080653733,1.581907071821933,-0.10685094662802458,1.3634693429628872,1.114016114071128,-0.24058406449550987,0.8575577780846289,1.2450282971660542,0.20050625308787298,-0.2120550490589413,0.3757382706309613,2.206477752473516,0.22975904116257678,0.3327088610335965,0.07764397268216251,1.1549527852487262,2.5430939098282384,3.4803024276405274,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,0.618357628661452,1.7214471960557693,0.8891578071323918,12.206077645517674,-0.030002510479450163,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-1.7078988957485308,-0.1587818708496702,-0.8889090794555129,-0.42826397897491697,0.7014689185530849,-0.5174207921410009,-1.3465057069975181,-1.671645449442931,-0.5769316969527825,-1.0140847539015319,-0.2873570406635338,0.8945581939737185,-0.22170762772151856,-0.34461311519005655,1.0246953582149643,-0.10685094662802458,0.6608889620277015,-0.8179365886080491,-0.24058406449550987,0.8575577780846289,-0.7495293672401021,-1.0617115251613352,4.310730997287732,1.0353574214069365,2.206477752473516,0.1369929588719913,0.3327088610335965,0.0011871144451598972,-0.018335010656799294,-0.7206772515282845,3.0925692619056964,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,-0.864083780242408,0.1364288341512641,11.774527900858468,-1.29099037739516,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
-1.7055258613954358,3.131316635849968,-0.937725461398633,-0.29608387031455785,-0.7824675501550695,0.38981149248414054,-1.079317391327248,-1.671645449442931,-0.5769316969527825,0.9725654811214663,-0.2873570406635338,-0.9633772601667552,-0.1255543254597196,-0.19080571588307355,-0.7892579259081546,-0.10685094662802458,-0.8887899161742746,1.114016114071128,-0.24058406449550987,-1.021966861306375,-0.7495293672401021,-1.0617115251613352,4.310730997287732,-0.9435000309209892,2.206477752473516,0.15466268883210282,-1.0179756912874525,-1.2555724928255707,-0.7465826081154013,-0.6566817385605096,-0.3633133022525815,-0.11761168600924345,-0.2711109379411074,-0.045632873406721494,-0.08484234581598855,-1.9721684843701983,0.1364288341512641,11.678448377988165,-1.29099037739516,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
